Identifiant,"Date (AAAA/MM/JJ)",Heure,Nom,"Région épicentrale",Choc,"X RGF93/L93","Y RGF93/L93","Latitude en WGS 84","Longitude en WGS 84","Intensité épicentrale","Qualité intensité épicentrale"
160048,1996/12/01,"11 h 52 min 46 sec","ANGOUMOIS (XAMBES)",CHARENTES,,476224.25,6530051.49,45.83,0.12,5,"ASSEZ SURE"
660097,1996/12/16,"11 h 35 min 41 sec","FENOUILLEDES (ST-PAUL-DE-FENOUILLET)","PYRENEES ORIENTALES",REPLIQUE,659052.54,6189072.99,42.80,2.50,4.5,"ASSEZ SURE"
850055,1997/01/12,"1 h 24 min 1 sec","BOCAGE VENDEEN (BESSAY)","PAYS NANTAIS ET VENDEEN",,383450.99,6613839.66,46.55,-1.13,5,"ASSEZ SURE"
680131,1997/02/01,"14 h 1 min 59 sec","PLAINE DE HAUTE-ALSACE (RIXHEIM)",ALSACE,,1027136.00,6746041.17,47.73,7.37,4,SURE
60172,1997/06/26,"6 h 8 min 35 sec","ALPES NICOISES (LANTOSQUE)","ALPES MARITIMES",,1044716.20,6331721.44,44.00,7.30,5,SURE
310036,1997/07/02,"3 h 20 min 5 sec","HAUT-COMMINGES (ST-BEAT)","PYRENEES CENTRALES",,515390.44,6178598.26,42.68,0.75,4,"ASSEZ SURE"
790043,1997/09/30,"3 h 5 min 1 sec","MELLOIS (POUFFONDS)",POITOU,,461233.15,6576924.10,46.25,-0.10,4,INCERTAINE
40205,1997/10/03,"15 h 3 min 36 sec","PREALPES DE DIGNE (SEYNE-LES-ALPES)","ALPES PROVENCALES",,966960.92,6366882.55,44.35,6.35,3,"INFORMATION ISOLÉE"
40203,1997/10/31,"4 h 23 min 44 sec","PREALPES DE DIGNE (PRADS-HAUTE-BLEONE)","ALPES PROVENCALES",,976821.06,6354335.20,44.23,6.47,6,"ASSEZ SURE"
640555,1997/12/04,"22 h 51 min 47 sec","BEARN (LACQ)","PYRENEES OCCIDENTALES",,405619.92,6262427.09,43.40,-0.63,5.5,"ASSEZ SURE"
640556,1997/12/06,"20 h 33 min 1 sec","BEARN (LAGOR)","PYRENEES OCCIDENTALES",,401658.13,6264465.39,43.42,-0.68,5,"ASSEZ SURE"
570020,1998/01/05,"4 h 47 min 54 sec","BASSIN SARROIS (BETTING-LES- SAINT-AVOLD)",LORRAINE,,978536.72,6897494.81,49.12,6.82,4.5,"ASSEZ SURE"
850056,1998/01/24,"19 h 19 min 44 sec","BOCAGE VENDEEN (LA ROCHE-SUR-YON)","PAYS NANTAIS ET VENDEEN",,362394.78,6626102.80,46.65,-1.42,3,"ASSEZ SURE"
130134,1998/02/18,"3 h 30 min","BASSE-PROVENCE (W. MIMET)",PROVENCE,,899776.71,6262478.92,43.43,5.47,3.5,"ASSEZ SURE"
650496,1998/03/14,"5 h 37 min 22 sec","BIGORRE (CAMPAN)","PYRENEES CENTRALES",,479368.85,6205689.85,42.92,0.30,4,"ASSEZ SURE"
560052,1998/06/11,"17 h 52 min 19 sec","VANNETAIS (VANNES)",BRETAGNE,,265381.00,6749259.18,47.70,-2.80,3.5,"ASSEZ SURE"
650497,1998/11/28,"13 h 32 min 7 sec","LAVEDAN (W. ARGELES-GAZOST)","PYRENEES CENTRALES",,441848.38,6221920.27,43.05,-0.17,5,SURE
640557,1998/12/01,"23 h 47 min 58 sec","BEARN (BARCUS)","PYRENEES OCCIDENTALES",,396122.60,6233193.41,43.13,-0.73,3,"ASSEZ SURE"
640558,1998/12/29,"12 h 24 min 19 sec","PAYS BASQUE (N. LARRAU)","PYRENEES OCCIDENTALES",,378037.85,6224797.75,43.05,-0.95,4,"ASSEZ SURE"
380117,1999/01/11,"3 h 36 min 37 sec","DRAC (ST-GEORGES-DE-COMMIERS)",DAUPHINE,,915085.67,6444546.31,45.07,5.73,5.5,SURE
640561,1999/02/16,"1 h 50 min","PAYS BASQUE (UREPEL)","PYRENEES OCCIDENTALES",,344415.81,6232136.94,43.10,-1.37,5,"ASSEZ SURE"
640559,1999/06/11,"2 h 8 min 19 sec","BEARN (MENDITTE)","PYRENEES OCCIDENTALES",,381303.82,6235766.99,43.15,-0.92,4,SURE
640560,1999/06/11,"11 h 47 min 58 sec","BEARN (ASASP-ARROS)","PYRENEES OCCIDENTALES",,407052.13,6234540.54,43.15,-0.60,5,SURE
380116,1999/09/13,"23 h 27 min 11 sec","BAS-PLATEAUX DAUPHINOIS (BIOL)",DAUPHINE,,888872.81,6486286.02,45.45,5.42,4.5,"ASSEZ SURE"
370031,1999/10/03,"20 h 3 min 34 sec","PAYS LOCHOIS",TOURAINE,,556218.61,6681326.72,47.22,1.10,4,SURE
310037,1999/10/04,"18 h 14 min 26 sec","HAUT-COMMINGES (CIERP)","PYRENEES CENTRALES",,506654.04,6206668.36,42.93,0.63,6,SURE
60158,1999/11/01,"17 h 22 min 35 sec","ALPES NICOISES (PEILLE)","ALPES MARITIMES",,1052622.96,6309899.22,43.80,7.38,5,"ASSEZ SURE"
240004,2000/02/23,"15 h 46 min 40 sec","RIBERACOIS (CHAMPAGNE-ET-FONTAINE)",AQUITAINE,,495317.86,6481234.51,45.40,0.38,5,SURE
640562,2000/03/13,"4 h 16 min 8 sec","PAYS BASQUE (LOHITZUN-OYHERCQ)","PYRENEES OCCIDENTALES",,382038.76,6250571.66,43.28,-0.92,5,SURE
570021,2000/06/14,"2 h 25 min 21 sec","BASSIN SARROIS (HAM-SOUS-VARSBERG)",LORRAINE,,962397.92,6904159.49,49.18,6.60,4.5,"ASSEZ SURE"
740155,2000/08/19,"8 h 37 min 26 sec","FAUCIGNY (MAGLAND)","ALPES SAVOYARDES",,982127.11,6556548.13,46.05,6.65,4.5,SURE
60170,2000/12/19,"14 h 20 min 50 sec","ALPES NICOISES (LA TRINITE)","ALPES MARITIMES",,1048807.89,6305978.60,43.77,7.33,4,SURE
60171,2000/12/20,"5 h 45 min 15 sec","ALPES NICOISES (CONTES)","ALPES MARITIMES",REPLIQUE,1049842.19,6311600.24,43.82,7.35,3.5,"ASSEZ SURE"
